DISCIPLINE,ASSO_NOM,site web,QUARTIERS,COMPLEXE,UNITE FONCTIONNELLE,RUE_LIBELLE,UF_CP,UF_Commune,0-3ans,3-6ans,6-12ans,12-15ans,juniors16-20ans,adultes,séniors,handicapés,geolocalisation,
BADMINTON,TOULOUSE INVALIDE CLUB,tlseic.free.fr,Minimes,STADE DES MINIMES,GYMNASE MINIMES ARNAUNE,Avenue Frédéric Estèbe,31200.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Oui,43.580039, 1.5160930000000001
BASKET-BALL,ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport,www.handicapdefi.com,Mirail Université,COSEC MIRAIL,COSEC DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.581181, 1.400522
JUDO ADAPTE,TCMS section JUDO,tcmsjudo.over-blog.fr/,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
JUDO ADAPTE,TOULOUSE JUDO,www.toulousejudo.com,Reynerie,ENSEMBLE SPORT EDUCAT REYNERIE,COSEC REYNERIE,Cheminement Jean-François Lesueur,31100.0,TOULOUSE,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,
JUDO ADAPTE,TUC OMNISPORTS- Toulouse Université Club,www.,Rangueil - CHR - Facultés,Université de Rangueil,Gymnase de l'Université de Rangueil,Route de Narbonne,31400.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.52488, 1.4037519999999999
JUDO,JUDO TOULOUSE CROIX DAURADE,www.jtcd.free.fr,Croix Daurade,,SALLE DE DANSE COMPLEXE SPORTIF FERNAND SASTRE,Rue Hubert Monloup,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.637216, 1.453581
JUDO,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,Juncasse - Argoulets,Complexe du TCMS,Gymnase Surcouf,Avenue de l' Hers,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.613425, 1.478851
karaté,BALMA SAINT EXUPERY 31,www.bse31.com,Pont des Demoiselles,COMPLEXE PRIVÉ,Balma Saint-Exupéry 31,Avenue Antoine de Saint Exupéry,31400.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.583177, 1.471575
karaté,TUC Section KARATE,www.tuc.asso.fr,,UFR Staps de Toulouse,UFR Staps de Toulouse,,,Toulouse-Armées,Non,Non,Non,Non,Non,Non,Non,Non,43.667997, 1.429367
kung-Fu,BALMA SAINT EXUPERY 31,www.bse31.com,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Non,Oui,Non,43.577522, 1.455107
NIHON TAI-JITSU,SHAOLIN,shaolin-toulouse.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.609568, 1.497847
randonnée,CLUB ALPIN FRANCAIS DE TOULOUSE,caftoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Non,Oui,Oui,Oui,43.604268, 1.441019
motocyclisme,TOULOUSE TRIAL CLUB,www.toulouse.trial.club.free.fr,Zones d'activités sud,PISTE MOTO ROUTIERE CANDIE,PISTE MOTOCYCLISTE DE CANDIE,Chemin de la Saudrune,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.635199, 1.454024
NATATION,TAC - Toulouse Athlétic Club,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.633748, 1.4478300000000002
pelote basque,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,Juncasse - Argoulets,Complexe du TCMS,Fronton Surcouf,Avenue de l' Hers,,TOULOUSE,Non,Non,Non,Non,Non,Oui,Non,Non,43.608324, 1.498483
pétanque,A.S. HLM RECOLLETS DASTE,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
pétanque,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
randonnée Pédestre,AMITIES LOISIRS,www.amities-loisirs.com,,Extérieurs de Toulouse,Région Midi-Pyrénées,,,En région Midi-Pyrénées,Non,Non,Non,Non,Non,Oui,Non,Non,,
kick boxing,ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE,,,,,,,,Non,Non,Oui,Oui,Oui,Non,Non,Non,,
spéléologie,GROUPE SPELEOLOGIQUE DE TOULOUSE,speleotoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
VOILE,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.642327, 1.524252
parapente,LES TOILES DU SUD,lestoilesdusud.free.fr,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
gymnastique volontaire,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Oui,Oui,Non,Non,Non,Oui,Oui,Non,43.615771, 1.470962
gymnastique volontaire,PRADETTES - gymnastique volontaire,gv.pradettes.free.fr,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,GYMNASE DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,43.578802, 1.383944
escrime,TAC section ESCRIME,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
plongée,CLUB SUBAQUATIQUE TOULOUSAIN,csat.free.fr,,Extérieurs de Toulouse,Port de Banyuls sur Mer,,,A Banyuls sur Mer,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
plongée,FREESCALE AS PLONGEE,,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
FOOTBALL,A S MACCABI TOULOUSE,www.maccabitoulouse.com,Pont des Demoiselles,STADE PHILIPPE STRUXIANO,STADE PHILIPPE STRUXIANO,Avenue de Lespinet,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.59651, 1.441252
FOOTBALL,ASSOCIATION SPORTIVE DES IZARDS,,Les Izards,STADE GEORGES RIGAL,STADE GEORGES RIGAL,Rue Raphaël,31200.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.642774, 1.440821
FOOTBALL,JEUNESSE SPORTIVE DES PRADETTES,www.jstpradettes.com,,ZONE DE LOISIRS DE LA MOUNEDE,TERRAIN ANNEXE ENGAZONNE LA MOUNEDE,,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
FOOTBALL,TFC - Toulouse Football Club,www.tfc.info,Ramier,PARC DES SPORTS,STADIUM,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
gymnastique acrobatique,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Ramier,PARC DES SPORTS,SALLE DE SPORTS PARC DES SPORTS,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.60593, 1.453138
TRAMPOLINE,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.594967, 1.444373
DANSE ADAPTEE,FAUVAL DANSE,fauvaldanse.fr,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.656176, 1.4842309999999999
handbike,ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport,www.handicapdefi.com,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
JUDO ADAPTE,DOJOTONIC,www.dojotonic.com,Les Chalets,COMPLEXE PRIVÉ,Espace Tonic,Boulevard Matabiau,31000.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.61494, 1.444684
JUDO ADAPTE,JUDO CLUB LANGUEDOCIEN,www.judojcltoulouse.free.fr,Minimes,GROUPE SCOLAIRE F ESTEBE,GYMNASE FREDERIC ESTEBE,Rue du Général Bourbaki,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,
JUDO ADAPTE,JUDO TOULOUSE CROIX DAURADE,jtcd.free.fr,Croix Daurade,,SALLE D'ARTS MARTIAUX COMPLEXE SPORTIF FERNAND SASTRE,Rue Hubert Monloup,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.637216, 1.453581
JUDO ADAPTE,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.605744, 1.465466
JUDO ADAPTE,SPORT ATHLETIQUE AUTERIVAIN - JUDO ADAPTE,judoauterive-forumpro.fr,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.350074, 1.4737879999999999
karaté,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.605744, 1.465466
kung-Fu,SHAOLIN,,Marengo Jolimont,COMPLEXE PRIVÉ,Complexe Shaolin,Rue du Général Jean Compans,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,,
NIHON TAI-JITSU,BALMA SAINT EXUPERY 31,www.bse31.com,Pont des Demoiselles,COMPLEXE PRIVÉ,Balma Saint-Exupéry 31,Avenue Antoine de Saint Exupéry,31400.0,Toulouse,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.583177, 1.471575
NATATION SYNCHRONISEE,TOULOUSE NAT SYNCHRO,www.toulouse-natsynchro.fr,Saint Michel,ENSEMBLE BERTHELOT CALAS,PISCINE ROGER PRADIE,Rue des Saules,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.607986, 1.438383
pétanque,LA BOULE D'OR,,Reynerie,PLACE EDOUARD BOUILLERE,BOULODROME PL BOUILLERE,Place Edouard Bouillière,31100.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Non,43.565011, 1.479437
pétanque,PETANQUE CLUB GRAND ROND,,Le Busca,Nouveau Complexe Municipal,Boulodrome Grand Rond,Allées Frédéric Mistral,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,,
pétanque,PETANQUE PONT DES DEMOISELLES,,Pont des Demoiselles,BATIMENTS SUR DOMAINE PUBLIC,BOULODROME PONT DES DEMOISELLES,Place Roger Arnaud,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.58706, 1.463603
retraite sportive,ASTIG - Association Sportive Toulouse Inter Générations,,Mirail Université,COSEC MIRAIL,COSEC DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Oui,Non,,
rugby à XIII,TOULOUSE OLYMPIQUE XIII,www.to13.com,Minimes,STADE DES MINIMES,STADE ARNAUNE,Avenue Frédéric Estèbe,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.621562, 1.436936
sauvetage et secourisme,CLUB DE SAUVETAGE TOULOUSAIN,,Ramier,PARC DES SPORTS,PISCINE NAKACHE,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.5504, 1.477749
sauvetage et secourisme,CLUB DE SAUVETAGE TOULOUSAIN,,Rangueil - CHR - Facultés,ZONE VERTE DE PECH DAVID,PISCINE PECH DAVID,Chemin des côtes de Pech David,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.539087, 1.486442
kick boxing,TOULOUSE MULTI BOXE,tmboxe.free.fr,Patte d'Oie,COMPLEXE PRIVÉ,Académie des Arts Martiaux de Toulouse,Avenue de Lombez,31300.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.582, 1.448621
Qi Gong,ASSOCIATION 5 ANIMAUX QI GONG,www.5a-qigong.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.604268, 1.441019
Qi Gong,LES VENTRES LIBRES,www.lesventreslibres.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.45158, 1.399456
duathlon et triathlon,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,www.chez.com/toactri/,Sept Deniers,Complexe du TOAC,Piste d'athlétisme du TOAC,Chemin de Garric,31200.0,Toulouse,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.621471, 1.3408769999999999
VOLLEY BALL,ASSOCIATION STADE TOULOUSAIN RUGBY,,Bagatelle,ENSEMBLE BAGATELLE,GYMNASE BAGATELLE,Impasse du Bachaga Boualam,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
wushu,MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG,shaolinmidipyrenees.org,Arnaud Bernard,COMPLEXE PRIVÉ,Planet Gym,Rue Urbain Vitry,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.606425, 1.439734
CAPOEIRA,ASSOCIATION CAPOEIRAGEM,www.capoeiragem.fr,Marengo Jolimont,ENSEMBLE DES ACACIAS,GYMNASE DES ACACIAS,Rue de l' Obélisque,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.601438, 1.4538069999999998
BASKET-BALL,TCMS section BASKET BALL,basket.tcms.free.fr,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
BOWLING,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,Juncasse - Argoulets,Complexe du TCMS,TCMS Bowling,Avenue de l' Hers,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.550126, 1.4129239999999998
BOXE ANGLAISE,RACING CLUB MONTANE TOULOUSE,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,43.082281, 0.673642
CYCLOTOURISME,TOULOUSE VELO CLUB,toulouseveloclub.free.fr,,Extérieurs de Toulouse,Région Midi-Pyrénées,,,En région Midi-Pyrénées,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.693241, 1.432396
CYCLOTOURISME,UNION DES CYCLOTOURISTES TOULOUSAINS,uctistes.wordpress.com,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
CAPOEIRA,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.605744, 1.465466
AEROMODELISME,AERO-CLUB DE L'ENAC (Ecole Nationale de l'Aviation Civile),www.aeroclub-enac.com,,COMPLEXE PRIVÉ,Aérodrome de Lasbordes,,31130.0,Balma,Non,Non,Non,Non,Oui,Oui,Non,Non,43.609568, 1.497847
ATHLETISME ADAPTE (EN STADE),TOAC section ATHLETISME,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
AVIRON,TOULOUSE AVIRON SPORT LOISIRS,www.tasl.fr,Ginestous,Base nautique de Lalande,Base nautique de Lalande,Impasse de la Glacière,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.64661, 1.424205
BADMINTON,ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON,www.astmb.fr,Bagatelle,ENSEMBLE BAGATELLE,HALLE SPORTIVE BAGATELLE,Impasse du Bachaga Boualam,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,,
BOWLING,ECOLE DE BOWLING DE TOULOUSE,,Gramont,COMPLEXE PRIVÉ,Bowling de Gramont,Chemin de Gabardie,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Non,Non,Non,43.640724, 1.482143
CANOE-KAYAK,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
CIRQUE,LES ARTS DU CIRQUE DES PRADETTES,artsducirque@netcourrier.com,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,GYMNASE DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Oui,Oui,Oui,Non,Non,Non,Non,,
échecs,MAISON DES ECHECS DE TOULOUSE LARDENNE,www.club-echecs-toulouse.com,Lardenne,Nouveau Complexe Municipal,Maison de Lardenne,Rue Jean d' Alembert,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.588815, 1.386921
gymnastique volontaire,TOULOUSE GYMNASTIQUE VOLONTAIRE,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.602024, 1.4615369999999999
plongée,CLUB DE PLONGEE RECHERCHE SCIENTIFIQUE MIDI PYRENEES,www.cprsmp.org,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.593607, 1.462219
plongée,CLUB SUBAQUATIQUE TOULOUSAIN,csat.free.fr,,FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE,FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE,,31520.0,Ramonville Saint Agne,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
plongée,INSA BULLES,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
FOOTBALL,TOULOUSE FONTAINES CLUB,,Patte d'Oie,TERRAIN DE SPORTS DES FONTAINE,STADE DES FONTAINES,Rue des Fontaines,31300.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.590397, 1.466793
FOOTBALL,TOULOUSE RANGUEIL FOOTBALL CLUB,www.trfc.free.fr,Rangueil - CHR - Facultés,ZONE VERTE DE PECH DAVID,TERRAIN DE SPORT BARRAN,Chemin des côtes de Pech David,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.589766, 1.415235
handball,TOULOUSE FEMININ HANDBALL,www.tfhb.org,Compans,ENSEMBLE COMPANS,GYMNASE COMPANS CAFFARELLI,Rue du Canon d' Arcole,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
footing,SAKURA CLUB TOULOUSAIN,asct.toulouse.free.fr,Minimes,GR SCOL PIERRE ET MARIE CURIE,GYMNASE PIERRE ET MARIE CURIE,Rue de la Jeunesse,31200.0,TOULOUSE,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,43.621063, 1.442643
NIHON TAI-JITSU,FOUJI SAKURA RYU,foujisakuraryu.club.sportsregions.fr,La Cépière,ACADEMIE DES ARTS MARTIAUX,ACADEMIE DES ARTS MARTIAUX,Avenue de Lombez,,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Non,43.589773, 1.373132
AQUAGYM,ASPTT section NATATION,asptt.toulouse-natation.com,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
pétanque,JOYEUSE PETANQUE LA FAOURETTE,,Faourette,ENSEMBLE LA FAOURETTE,BOULODROME LA BOULE D'OR,Rue de l' Ukraine,31100.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Oui,Non,43.579221, 1.414579
rugby,TOULOUSE LALANDE AUCAMVILLE XV,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.667997, 1.429367
SONMUDO,ECOLE FRANCAISE DE SONMUDO,www.sonmudo.fr,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
tir sportif,CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE,csagtoulouse.free.fr/,,Quartier Balma Ballon,Quartier Balma Ballon,,31130.0,Balma,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
duathlon et triathlon,TOULOUSE TRIATHLON,www.toulouse-tri.com,Barrière de Paris,ENSEMBLE SCOLAIRE TLSE LAUTREC,PISCINE TOULOUSE LAUTREC,Impasse Barthe,31200.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.601659, 1.479877
duathlon et triathlon,TUC TRI 31,www.tuc-triathlon.com,Ramier,Stade Universitaire Daniel Faucher,Stade Universitaire Daniel Faucher,Allée du Professeur Camille Soula,31400.0,Toulouse,Non,Non,Non,Non,Non,Oui,Oui,Oui,43.491091, 1.406725
VOLLEY BALL,SPACER'S TOAC-TUC VOLLEY-BALL,www.spacerstoulouse.fr,Compans,ENSEMBLE COMPANS,GYMNASE COMPANS CAFFARELLI,Rue du Canon d' Arcole,31000.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.61299, 1.435779
VOLLEY BALL,SPACER'S TOAC-TUC VOLLEY-BALL,www.spacerstoulouse.fr,Saint Cyprien,ECOLE MATERNELLE LAMARTINE,GYMNASE PUIG,Rue Coupefer,31300.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.598846, 1.4416449999999998
YOGA,SILENCE ET RYTHME,www.yoga-silenceetrythme.fr,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
CAPOEIRA,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,www.ascm-montaudran.com,Montaudran Lespinet,Nouveau Complexe Municipal,Centre d'animation Montaudran,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Non,43.573964, 1.48466
CAPOEIRA,ASSOCIATION CAPOEIRAGEM,www.capoeiragem.fr,Arnaud Bernard,COMPLEXE PRIVÉ,Planet Gym,Rue Urbain Vitry,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.606425, 1.439734
BOXE ANGLAISE,ASVEC Toulouse Mirail,,Reynerie,ENSEMBLE SPORT EDUCAT REYNERIE,COSEC REYNERIE,Cheminement Jean-François Lesueur,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,,
plongée,NAPUKA,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
FOOTBALL,ASEAT,www.aseat.fr,Juncasse - Argoulets,LES ARGOULETS,TERRAIN DE FOOTBALL STABILISE ARGOULETS,Rue de Rabastens,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.621936, 1.4755989999999999
golf,GOLF CLUB DE TOULOUSE,,,COMPLEXE PRIVÉ,Golf Club de Toulouse,,31320.0,Vieille Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.524242, 1.445664
handball,TEC - Toulouse Electrogaz Club,,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
ATHLETISME ADAPTE (EN STADE),TOAC section ATHLETISME,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
JUDO ADAPTE,SAKURA CLUB TOULOUSAIN,asct.toulouse.free.fr,Minimes,GR SCOL PIERRE ET MARIE CURIE,GYMNASE PIERRE ET MARIE CURIE,Rue de la Jeunesse,31200.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.621063, 1.442643
tennis de table,ASPTT section TENNIS DE TABLE,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
CANYONISME,CLUB ALPIN FRANCAIS DE TOULOUSE,caltoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
ESCALADE,CADETS DE TOULOUSE,www.kdtoulouse.free.fr,,Extérieurs de Toulouse,Région Midi-Pyrénées,,,En région Midi-Pyrénées,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
BOXE THAILANDAISE / MUAY THAI,A S MACCABI TOULOUSE,www.maccabitoulouse.com,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.608901, 1.441787
paintball,LES TONTONS FLINGUEURS,,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.664547, 1.503845
pelote basque,STADE TOULOUSAIN PELOTE,,Juncasse - Argoulets,LES ARGOULETS,PELOTE BASQUE ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.577522, 1.455107
pelote basque,TAC section PELOTE BASQUE,,Sept Deniers,Complexe du TOAC,Fronton du TOAC,Chemin de Garric,31200.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.580282, 1.4715989999999999
rugby,CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE,,,Quartier Balma Ballon,Quartier Balma Ballon,,31130.0,Balma,Non,Non,Non,Non,Non,Oui,Oui,Non,43.553461, 1.7579069999999999
rugby,TAC - Toulouse Athlétic Club,,La Fourguette,COMPLEXE SPORTIF DE GIRONIS,TERRAIN DE RUGBY GIRONIS,Rue de Gironis,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.480149, 1.323123
BOULES LYONNAISES,ENTENTE SPORTIVE BOULISTE TOULOUSAINE,,Juncasse - Argoulets,MAIRIE ANNEXE ROSERAIE,BOULODROME COUVERT RENE CANNIZZO,Avenue du Parc,31500.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.621158, 1.47173
tennis,ROWING NOUVEAU,,Ramier,COMPLEXE PRIVÉ,Rowing Nouveau,Allée Alfred Mayssonnie,31400.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.590233, 1.436469
YOGA,YOGA TOLOSA,www.yogatolosa.sitew.fr,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
AEROMODELISME,AERO-CLUB CLAUDE CHAUTEMPS,a3chautemps.free.fr,,COMPLEXE PRIVÉ,Aérodrome de Lasbordes,,31130.0,Balma,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.609568, 1.497847
ATHLETISME ADAPTE (EN STADE),TOULOUSE UNIVERSITE CLUB SECTION ATHLETISME,www.satuc.com,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
